qid_number,question_type,trigger_type,bool_ans,llm_ms,aov,model,scene,seq,acc,mean_time
1.0,Object Information,object,0,303.86,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
3.0,Safety,object,1,305.02,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
3.0,Safety,object,0,304.93,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
10.0,Navigation,object,1,303.85,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
2.0,Object Information,object,1,274.76,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
14.0,Vicinity Awareness,object,0,271.58,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
8.0,Navigation,object,0,269.76,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
14.0,Vicinity Awareness,object,0,269.7,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
7.0,Safety,time,1,266.05,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
16.0,Vicinity Awareness,time,1,263.67,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
2.0,Object Information,object,0,246.13,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
9.0,Navigation,object,1,246.36,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
2.0,Object Information,object,1,272.19,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
11.0,Navigation,object,1,267.08,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
15.0,Vicinity Awareness,time,1,248.82,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
16.0,Vicinity Awareness,time,1,270.16,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
2.0,Object Information,object,1,251.79,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
4.0,Safety,object,1,248.89,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
16.0,Vicinity Awareness,time,1,250.72,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
16.0,Vicinity Awareness,time,1,249.3,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
3.0,Safety,object,0,304.93,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
6.0,Safety,object,0,303.87,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
3.0,Safety,object,0,301.38,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
9.0,Navigation,object,1,302.9,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
4.0,Safety,object,0,252.16,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
14.0,Vicinity Awareness,object,0,250.22,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
6.0,Safety,object,0,305.74,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
11.0,Navigation,object,1,300.99,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
13.0,Navigation,time,1,309.09,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
16.0,Vicinity Awareness,time,1,305.55,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
8.0,Navigation,object,0,304.73,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
9.0,Navigation,object,1,305.14,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
2.0,Object Information,object,1,304.01,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
8.0,Navigation,object,0,301.13,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
3.0,Safety,object,0,300.58,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
14.0,Vicinity Awareness,object,0,303.19,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
7.0,Safety,time,1,307.92,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
13.0,Navigation,time,1,304.75,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
1.0,Object Information,object,1,302.75,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
10.0,Navigation,object,1,309.7,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
3.0,Safety,object,0,309.84,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
9.0,Navigation,object,1,301.31,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
12.0,Navigation,time,1,303.35,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
16.0,Vicinity Awareness,time,1,304.95,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
1.0,Object Information,object,1,302.95,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
2.0,Object Information,object,0,301.09,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
11.0,Navigation,object,1,248.51,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
14.0,Vicinity Awareness,object,0,253.64,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
1.0,Object Information,object,1,352.49,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
3.0,Safety,object,0,351.71,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
1.0,Object Information,object,1,325.34,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
2.0,Object Information,object,0,321.28,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
2.0,Object Information,object,0,303.94,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
5.0,Safety,object,0,304.44,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
3.0,Safety,object,1,350.0,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
9.0,Navigation,object,1,354.61,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
13.0,Navigation,time,1,307.66,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
16.0,Vicinity Awareness,time,1,306.78,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
3.0,Safety,object,0,351.45,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
8.0,Navigation,object,0,352.5,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
2.0,Object Information,object,0,321.03,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
9.0,Navigation,object,1,320.96,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
10.0,Navigation,object,1,359.92,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
14.0,Vicinity Awareness,object,0,359.63,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
8.0,Navigation,object,0,355.39,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
10.0,Navigation,object,1,356.51,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
3.0,Safety,object,0,267.31,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
8.0,Navigation,object,0,264.68,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
15.0,Vicinity Awareness,time,1,303.72,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
16.0,Vicinity Awareness,time,1,302.25,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
2.0,Object Information,object,0,306.77,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
3.0,Safety,object,0,305.43,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
2.0,Object Information,object,0,266.28,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
11.0,Navigation,object,1,267.11,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
5.0,Safety,object,0,322.62,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
6.0,Safety,object,0,324.99,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
6.0,Safety,object,0,305.88,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
14.0,Vicinity Awareness,object,0,312.56,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
15.0,Vicinity Awareness,time,1,307.35,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
16.0,Vicinity Awareness,time,1,303.46,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
1.0,Object Information,object,1,301.81,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
11.0,Navigation,object,1,301.01,360,LLaVA_7,Marymount,1,0.7142857142857143,311.13867346938775
16.0,Vicinity Awareness,time,1,265.12,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
16.0,Vicinity Awareness,time,0,264.73,360,LLaVA_7,Marymount,1,0.711864406779661,291.0925423728813
1.0,Object Information,object,1,269.84,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
2.0,Object Information,object,1,267.32,360,LLaVA_7,Marymount,1,0.6981132075471698,305.9854716981132
5.0,Safety,object,1,275.82,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
6.0,Safety,object,1,307.99,360,LLaVA_7,Marymount,1,0.3076923076923077,306.8992307692308
7.0,Safety,time,1,262.08,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
16.0,Vicinity Awareness,time,0,261.48,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
1.0,Object Information,object,1,266.4,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
4.0,Safety,object,1,263.58,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
3.0,Safety,object,1,271.1,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
14.0,Vicinity Awareness,object,1,265.29,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
12.0,Navigation,time,1,265.85,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,265.85,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
2.0,Object Information,object,0,301.14,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
11.0,Navigation,object,1,308.52,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,262.78,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
16.0,Vicinity Awareness,time,0,248.01,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
7.0,Safety,time,1,263.58,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
16.0,Vicinity Awareness,time,1,262.35,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
1.0,Object Information,object,1,267.26,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
6.0,Safety,object,0,267.51,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
1.0,Object Information,object,1,265.42,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
2.0,Object Information,object,1,271.6,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
12.0,Navigation,time,1,268.37,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,264.08,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
9.0,Navigation,object,1,264.31,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
10.0,Navigation,object,1,267.68,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
1.0,Object Information,object,1,304.93,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
9.0,Navigation,object,1,306.29,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
12.0,Navigation,time,1,300.7,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,0,303.62,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
9.0,Navigation,object,1,300.76,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
11.0,Navigation,object,1,300.12,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
3.0,Safety,object,1,300.44,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
6.0,Safety,object,0,304.75,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
15.0,Vicinity Awareness,time,1,270.61,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
16.0,Vicinity Awareness,time,1,300.96,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
1.0,Object Information,object,1,304.69,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
4.0,Safety,object,1,302.2,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
2.0,Object Information,object,0,301.0,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
6.0,Safety,object,0,300.57,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
13.0,Navigation,time,1,300.37,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,303.96,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
2.0,Object Information,object,0,299.64,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
3.0,Safety,object,1,307.98,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
13.0,Navigation,time,1,301.14,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,299.71,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
2.0,Object Information,object,0,300.62,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
14.0,Vicinity Awareness,object,1,299.93,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
7.0,Safety,time,1,304.84,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
15.0,Vicinity Awareness,time,1,309.17,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
5.0,Safety,object,0,310.83,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
14.0,Vicinity Awareness,object,0,306.31,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
13.0,Navigation,time,1,304.37,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,306.45,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
7.0,Safety,time,1,303.39,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
16.0,Vicinity Awareness,time,1,306.95,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
15.0,Vicinity Awareness,time,1,331.53,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
16.0,Vicinity Awareness,time,0,326.59,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
2.0,Object Information,object,1,321.09,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
9.0,Navigation,object,1,320.5,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
7.0,Safety,time,1,320.88,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
15.0,Vicinity Awareness,time,1,320.56,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
13.0,Navigation,time,1,263.34,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,0,262.69,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
10.0,Navigation,object,1,266.03,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
11.0,Navigation,object,0,270.3,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
5.0,Safety,object,0,265.16,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
10.0,Navigation,object,1,264.38,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
12.0,Navigation,time,1,303.26,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,303.26,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
1.0,Object Information,object,1,303.73,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
2.0,Object Information,object,1,303.27,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
12.0,Navigation,time,1,310.1,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,305.94,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
2.0,Object Information,object,1,301.39,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
4.0,Safety,object,1,301.01,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
2.0,Object Information,object,1,265.0,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
3.0,Safety,object,0,262.62,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
13.0,Navigation,time,1,248.48,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
15.0,Vicinity Awareness,time,1,249.35,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
8.0,Navigation,object,0,266.06,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
11.0,Navigation,object,1,253.96,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
2.0,Object Information,object,1,248.35,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
5.0,Safety,object,0,248.53,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
13.0,Navigation,time,1,300.67,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,299.65,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
12.0,Navigation,time,1,266.6,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,266.03,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
4.0,Safety,object,1,275.89,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
11.0,Navigation,object,1,290.15,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
7.0,Safety,time,1,248.93,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
16.0,Vicinity Awareness,time,1,262.08,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
10.0,Navigation,object,1,267.92,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
11.0,Navigation,object,1,269.41,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
2.0,Object Information,object,1,300.65,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
9.0,Navigation,object,1,299.75,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
12.0,Navigation,time,1,252.7,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,250.79,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
2.0,Object Information,object,1,266.33,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
8.0,Navigation,object,0,266.54,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
4.0,Safety,object,0,268.32,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
6.0,Safety,object,0,268.61,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
16.0,Vicinity Awareness,time,0,300.79,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
16.0,Vicinity Awareness,time,1,268.17,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
3.0,Safety,object,1,306.88,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
9.0,Navigation,object,1,303.87,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
5.0,Safety,object,0,272.14,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
11.0,Navigation,object,1,263.23,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
7.0,Safety,time,1,267.78,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
16.0,Vicinity Awareness,time,0,268.09,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
7.0,Safety,time,1,246.21,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
12.0,Navigation,time,1,249.45,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
5.0,Safety,object,0,266.79,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
6.0,Safety,object,0,264.25,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
7.0,Safety,time,1,262.85,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
13.0,Navigation,time,1,270.81,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
12.0,Navigation,time,0,269.2,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,264.17,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
5.0,Safety,object,1,267.77,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
14.0,Vicinity Awareness,object,0,268.48,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
12.0,Navigation,time,1,267.73,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,264.34,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
15.0,Vicinity Awareness,time,1,265.78,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
16.0,Vicinity Awareness,time,1,263.94,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
15.0,Vicinity Awareness,time,1,255.17,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
16.0,Vicinity Awareness,time,0,261.22,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
12.0,Navigation,time,1,265.64,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
13.0,Navigation,time,0,265.86,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
2.0,Object Information,object,0,308.45,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
3.0,Safety,object,1,306.24,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
9.0,Navigation,object,1,268.24,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
14.0,Vicinity Awareness,object,1,269.53,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
13.0,Navigation,time,1,310.24,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,304.37,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
10.0,Navigation,object,1,262.92,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
14.0,Vicinity Awareness,object,1,291.47,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
6.0,Safety,object,1,266.1,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
10.0,Navigation,object,1,263.04,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
5.0,Safety,object,0,265.36,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
6.0,Safety,object,0,264.08,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
12.0,Navigation,time,1,322.29,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,323.3,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
8.0,Navigation,object,0,300.53,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
9.0,Navigation,object,1,316.48,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
7.0,Safety,time,1,248.75,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
16.0,Vicinity Awareness,time,1,248.48,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
7.0,Safety,time,1,265.14,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
16.0,Vicinity Awareness,time,1,263.19,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
2.0,Object Information,object,1,264.16,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
11.0,Navigation,object,0,266.83,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
2.0,Object Information,object,1,263.37,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
11.0,Navigation,object,0,292.84,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
15.0,Vicinity Awareness,time,1,249.71,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
16.0,Vicinity Awareness,time,1,252.02,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
2.0,Object Information,object,1,248.17,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
6.0,Safety,object,0,248.29,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
6.0,Safety,object,0,249.81,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
10.0,Navigation,object,0,248.28,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
8.0,Navigation,object,0,267.83,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
9.0,Navigation,object,1,270.1,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
4.0,Safety,object,0,265.29,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
9.0,Navigation,object,1,263.44,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
7.0,Safety,time,1,268.07,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
16.0,Vicinity Awareness,time,1,270.7,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
2.0,Object Information,object,1,268.71,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
11.0,Navigation,object,1,268.05,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
16.0,Vicinity Awareness,time,1,263.63,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
16.0,Vicinity Awareness,time,0,269.94,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
4.0,Safety,object,1,278.15,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
11.0,Navigation,object,1,268.67,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
2.0,Object Information,object,1,262.57,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
5.0,Safety,object,0,266.71,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
4.0,Safety,object,1,262.63,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
6.0,Safety,object,0,263.31,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
12.0,Navigation,time,1,302.88,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
15.0,Vicinity Awareness,time,1,306.97,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
1.0,Object Information,object,1,252.91,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
4.0,Safety,object,1,255.08,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
2.0,Object Information,object,1,268.03,360,LLaVA_7,NOVA,3,0.7586206896551724,282.7844827586207
9.0,Navigation,object,1,263.88,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
7.0,Safety,time,1,250.55,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
16.0,Vicinity Awareness,time,1,250.07,360,LLaVA_7,NOVA,3,0.7818181818181819,283.8192727272727
4.0,Safety,object,0,263.43,360,LLaVA_7,NOVA,3,0.5714285714285714,274.06204081632654
11.0,Navigation,object,1,267.15,360,LLaVA_7,NOVA,3,0.8305084745762712,279.54525423728813
